symbol,rule,n_trades,gross_bps,t,hit_rate,cost_bps,net_bps,ratio,ann_net_pct,sharpe
AUDUSD,h11_usd-_hivol,276,0.2446,0.31,0.4529,2.5343,-2.2897,0.1,-0.97,-1.13
AUDUSD,h12_usd+_hivol,278,0.2514,0.3,0.4029,2.5343,-2.2829,0.1,-0.97,-1.08
AUDUSD,h12_usd-_hivol,278,-0.2514,-0.3,0.3957,2.5343,-2.7857,-0.1,-1.18,-1.32
AUDUSD,h13_usd+_hivol,278,0.041,0.04,0.4209,2.5343,-2.4932,0.02,-1.06,-1.03
AUDUSD,h13_usd-_hivol,278,-0.041,-0.04,0.3921,2.5343,-2.5753,-0.02,-1.1,-1.07
AUDUSD,h14_usd+_hivol,280,-3.9628,-2.89,0.3857,2.5343,-6.4971,-1.56,-2.78,-1.86
AUDUSD,h14_usd-_hivol,280,3.9628,2.89,0.5107,2.5343,1.4285,1.56,0.61,0.41
AUDUSD,h15_usd+_hivol,277,-0.7809,-0.63,0.4043,2.5343,-3.3152,-0.31,-1.4,-1.04
AUDUSD,h15_usd-_hivol,277,0.7809,0.63,0.4621,2.5343,-1.7533,0.31,-0.74,-0.55
AUDUSD,h16_usd+_hivol,275,3.0067,1.85,0.4982,2.5343,0.4724,1.19,0.2,0.11
AUDUSD,h16_usd-_hivol,275,-3.0067,-1.85,0.4255,2.5343,-5.541,-1.19,-2.33,-1.34
AUDUSD,h17_usd+_hivol,276,1.4358,1.23,0.4493,2.5343,-1.0985,0.57,-0.46,-0.37
AUDUSD,h17_usd-_hivol,276,-1.4358,-1.23,0.4094,2.5343,-3.9701,-0.57,-1.68,-1.33
AUDUSD,h18_usd+_hivol,270,1.5786,1.86,0.4259,2.5343,-0.9557,0.62,-0.39,-0.44
AUDUSD,h18_usd-_hivol,270,-1.5786,-1.86,0.3963,2.5343,-4.1128,-0.62,-1.7,-1.89
AUDUSD,h19_usd+_hivol,266,-1.2588,-1.04,0.3722,2.5343,-3.7931,-0.5,-1.54,-1.23
AUDUSD,h19_usd-_hivol,266,1.2588,1.04,0.4098,2.5343,-1.2755,0.5,-0.52,-0.41
AUDUSD,h20_usd+_hivol,266,-0.1329,-0.14,0.4211,2.5343,-2.6672,-0.05,-1.09,-1.06
AUDUSD,h20_usd-_hivol,266,0.1329,0.14,0.4023,2.5343,-2.4014,0.05,-0.98,-0.96
AUDUSD,h21_usd+_hivol,257,-0.9289,-1.18,0.4086,2.5343,-3.4632,-0.37,-1.36,-1.72
AUDUSD,h21_usd-_hivol,257,0.9289,1.18,0.4163,2.5343,-1.6054,0.37,-0.63,-0.8
AUDUSD,h22_usd+_hivol,170,-0.2624,-0.49,0.3882,2.5343,-2.7967,-0.1,-0.73,-2.05
AUDUSD,h22_usd-_hivol,170,0.2624,0.49,0.3,2.5343,-2.2718,0.1,-0.59,-1.67
AUDUSD,h23_usd+_hivol,29,5.7632,1.31,0.4138,2.5343,3.2289,2.27,0.14,0.29
AUDUSD,h23_usd-_hivol,29,-5.7632,-1.31,0.3448,2.5343,-8.2974,-2.27,-0.37,-0.74
USDCAD,h00_usd+_hivol,172,0.4202,0.55,0.436,1.5883,-1.1681,0.26,-0.31,-0.59
USDCAD,h00_usd-_hivol,172,-0.4202,-0.55,0.407,1.5883,-2.0085,-0.26,-0.53,-1.02
USDCAD,h01_usd+_hivol,222,0.8465,1.15,0.4144,1.5883,-0.7418,0.53,-0.25,-0.4
USDCAD,h01_usd-_hivol,222,-0.8465,-1.15,0.3874,1.5883,-2.4348,-0.53,-0.83,-1.3
USDCAD,h02_usd+_hivol,259,0.075,0.16,0.4093,1.5883,-1.5133,0.05,-0.6,-1.26
USDCAD,h02_usd-_hivol,259,-0.075,-0.16,0.4131,1.5883,-1.6633,-0.05,-0.66,-1.38
USDCAD,h03_usd+_hivol,264,-0.0549,-0.1,0.4167,1.5883,-1.6432,-0.03,-0.66,-1.12
USDCAD,h03_usd-_hivol,264,0.0549,0.1,0.4091,1.5883,-1.5334,0.03,-0.62,-1.05
USDCAD,h04_usd+_hivol,262,-0.1631,-0.42,0.355,1.5883,-1.7514,-0.1,-0.7,-1.77
USDCAD,h04_usd-_hivol,262,0.1631,0.42,0.4122,1.5883,-1.4252,0.1,-0.57,-1.44
USDCAD,h05_usd+_hivol,249,-0.2453,-0.7,0.3534,1.5883,-1.8336,-0.15,-0.7,-2.05
USDCAD,h05_usd-_hivol,249,0.2453,0.7,0.3695,1.5883,-1.343,0.15,-0.51,-1.5
USDCAD,h06_usd+_hivol,244,-0.4101,-1.15,0.3443,1.5883,-1.9984,-0.26,-0.75,-2.2
USDCAD,h06_usd-_hivol,244,0.4101,1.15,0.3893,1.5883,-1.1782,0.26,-0.44,-1.3
USDCAD,h07_usd+_hivol,258,-0.5784,-1.37,0.3411,1.5883,-2.1667,-0.36,-0.86,-2.0
USDCAD,h07_usd-_hivol,258,0.5784,1.37,0.4419,1.5883,-1.0099,0.36,-0.4,-0.93
USDCAD,h08_usd+_hivol,270,-0.1922,-0.33,0.4333,1.5883,-1.7805,-0.12,-0.74,-1.19
USDCAD,h08_usd-_hivol,270,0.1922,0.33,0.4556,1.5883,-1.3961,0.12,-0.58,-0.93
USDCAD,h09_usd+_hivol,271,-1.0359,-1.46,0.4022,1.5883,-2.6242,-0.65,-1.09,-1.45
USDCAD,h09_usd-_hivol,271,1.0359,1.46,0.4686,1.5883,-0.5524,0.65,-0.23,-0.3
USDCAD,h10_usd+_hivol,268,0.3942,0.66,0.4254,1.5883,-1.1941,0.25,-0.49,-0.78
USDCAD,h10_usd-_hivol,268,-0.3942,-0.66,0.4067,1.5883,-1.9825,-0.25,-0.81,-1.3
USDCAD,h11_usd+_hivol,269,0.8417,1.58,0.4461,1.5883,-0.7466,0.53,-0.31,-0.55
USDCAD,h11_usd-_hivol,269,-0.8417,-1.58,0.3606,1.5883,-2.43,-0.53,-1.0,-1.78
USDCAD,h12_usd+_hivol,265,0.2301,0.44,0.4038,1.5883,-1.3582,0.14,-0.55,-1.01
USDCAD,h12_usd-_hivol,265,-0.2301,-0.44,0.3774,1.5883,-1.8184,-0.14,-0.74,-1.35
USDCAD,h13_usd+_hivol,268,0.5361,0.88,0.4664,1.5883,-1.0522,0.34,-0.43,-0.68
USDCAD,h13_usd-_hivol,268,-0.5361,-0.88,0.4179,1.5883,-2.1244,-0.34,-0.87,-1.37
USDCAD,h14_usd+_hivol,271,-1.6196,-1.85,0.4244,1.5883,-3.2079,-1.02,-1.33,-1.44
USDCAD,h14_usd-_hivol,271,1.6196,1.85,0.476,1.5883,0.0313,1.02,0.01,0.01
USDCAD,h15_usd+_hivol,270,-1.197,-1.37,0.4111,1.5883,-2.7853,-0.75,-1.15,-1.24
USDCAD,h15_usd-_hivol,270,1.197,1.37,0.4778,1.5883,-0.3913,0.75,-0.16,-0.17
USDCAD,h16_usd+_hivol,271,-0.3141,-0.27,0.4649,1.5883,-1.9024,-0.2,-0.79,-0.65
USDCAD,h16_usd-_hivol,271,0.3141,0.27,0.4354,1.5883,-1.2742,0.2,-0.53,-0.43
USDCAD,h17_usd+_hivol,268,-1.4813,-1.89,0.3993,1.5883,-3.0696,-0.93,-1.26,-1.53
USDCAD,h17_usd-_hivol,268,1.4813,1.89,0.4701,1.5883,-0.107,0.93,-0.04,-0.05
USDCAD,h18_usd+_hivol,267,0.7296,1.36,0.4831,1.5883,-0.8587,0.46,-0.35,-0.62
USDCAD,h18_usd-_hivol,267,-0.7296,-1.36,0.3895,1.5883,-2.3179,-0.46,-0.95,-1.69
USDCAD,h19_usd+_hivol,268,0.1365,0.19,0.3993,1.5883,-1.4518,0.09,-0.6,-0.78
USDCAD,h19_usd-_hivol,268,-0.1365,-0.19,0.3881,1.5883,-1.7248,-0.09,-0.71,-0.92
USDCAD,h20_usd+_hivol,264,-0.899,-1.34,0.3977,1.5883,-2.4873,-0.57,-1.0,-1.45
USDCAD,h20_usd-_hivol,264,0.899,1.34,0.4621,1.5883,-0.6893,0.57,-0.28,-0.4
USDCAD,h21_usd+_hivol,259,0.446,0.77,0.4208,1.5883,-1.1423,0.28,-0.45,-0.77
USDCAD,h21_usd-_hivol,259,-0.446,-0.77,0.4054,1.5883,-2.0343,-0.28,-0.81,-1.37
USDCAD,h22_usd+_hivol,202,-0.6807,-1.12,0.3812,1.5883,-2.269,-0.43,-0.7,-1.46
USDCAD,h22_usd-_hivol,202,0.6807,1.12,0.4109,1.5883,-0.9076,0.43,-0.28,-0.59
USDCAD,h23_usd+_hivol,28,4.6306,0.88,0.3214,1.5883,3.0423,2.92,0.13,0.23
USDCAD,h23_usd-_hivol,28,-4.6306,-0.88,0.3214,1.5883,-6.2189,-2.92,-0.27,-0.46
USDCHF,h00_usd+_hivol,179,-0.3097,-0.28,0.3855,1.7226,-2.0324,-0.18,-0.56,-0.71
USDCHF,h00_usd-_hivol,179,0.3097,0.28,0.4581,1.7226,-1.4129,0.18,-0.39,-0.49
USDCHF,h01_usd+_hivol,237,-0.4643,-0.77,0.4346,1.7226,-2.187,-0.27,-0.79,-1.41
USDCHF,h01_usd-_hivol,237,0.4643,0.77,0.4135,1.7226,-1.2583,0.27,-0.46,-0.81
USDCHF,h02_usd+_hivol,285,-0.381,-0.62,0.4035,1.7226,-2.1037,-0.22,-0.92,-1.33
USDCHF,h02_usd-_hivol,285,0.381,0.62,0.4561,1.7226,-1.3416,0.22,-0.58,-0.85
USDCHF,h03_usd+_hivol,286,0.0769,0.15,0.3881,1.7226,-1.6458,0.04,-0.72,-1.27
USDCHF,h03_usd-_hivol,286,-0.0769,-0.15,0.3636,1.7226,-1.7995,-0.04,-0.79,-1.38
USDCHF,h04_usd+_hivol,272,-0.2937,-0.67,0.3566,1.7226,-2.0163,-0.17,-0.84,-1.8
USDCHF,h04_usd-_hivol,272,0.2937,0.67,0.3934,1.7226,-1.429,0.17,-0.59,-1.28
USDCHF,h05_usd+_hivol,248,-0.6647,-1.21,0.3629,1.7226,-2.3874,-0.39,-0.91,-1.7
USDCHF,h05_usd-_hivol,248,0.6647,1.21,0.371,1.7226,-1.0579,0.39,-0.4,-0.75
USDCHF,h06_usd+_hivol,245,-0.1698,-0.34,0.3755,1.7226,-1.8924,-0.1,-0.71,-1.49
USDCHF,h06_usd-_hivol,245,0.1698,0.34,0.3551,1.7226,-1.5529,0.1,-0.58,-1.23
USDCHF,h07_usd+_hivol,286,-0.2437,-0.49,0.3741,1.7226,-1.9664,-0.14,-0.86,-1.54
USDCHF,h07_usd-_hivol,286,0.2437,0.49,0.4336,1.7226,-1.4789,0.14,-0.65,-1.16
USDCHF,h08_usd+_hivol,309,0.3924,0.5,0.4498,1.7226,-1.3303,0.23,-0.63,-0.66
USDCHF,h08_usd-_hivol,309,-0.3924,-0.5,0.4563,1.7226,-2.115,-0.23,-1.0,-1.05
USDCHF,h09_usd+_hivol,310,-1.8672,-1.69,0.4452,1.7226,-3.5899,-1.08,-1.7,-1.27
USDCHF,h09_usd-_hivol,310,1.8672,1.69,0.4774,1.7226,0.1446,1.08,0.07,0.05
USDCHF,h10_usd+_hivol,309,0.1577,0.2,0.4466,1.7226,-1.5649,0.09,-0.74,-0.79
USDCHF,h10_usd-_hivol,309,-0.1577,-0.2,0.4401,1.7226,-1.8804,-0.09,-0.89,-0.94
USDCHF,h11_usd+_hivol,309,1.2495,1.75,0.4628,1.7226,-0.4731,0.73,-0.22,-0.26
USDCHF,h11_usd-_hivol,309,-1.2495,-1.75,0.4013,1.7226,-2.9722,-0.73,-1.4,-1.63
USDCHF,h12_usd+_hivol,310,0.3518,0.55,0.4419,1.7226,-1.3709,0.2,-0.65,-0.83
USDCHF,h12_usd-_hivol,310,-0.3518,-0.55,0.3935,1.7226,-2.0744,-0.2,-0.98,-1.26
USDCHF,h13_usd+_hivol,310,-1.014,-1.41,0.3968,1.7226,-2.7366,-0.59,-1.3,-1.49
USDCHF,h13_usd-_hivol,310,1.014,1.41,0.4806,1.7226,-0.7087,0.59,-0.34,-0.39
USDCHF,h14_usd+_hivol,311,-0.6637,-0.6,0.4405,1.7226,-2.3863,-0.39,-1.14,-0.84
USDCHF,h14_usd-_hivol,311,0.6637,0.6,0.492,1.7226,-1.059,0.39,-0.5,-0.37
USDCHF,h15_usd+_hivol,307,-0.5747,-0.6,0.4658,1.7226,-2.2974,-0.33,-1.08,-0.93
USDCHF,h15_usd-_hivol,307,0.5747,0.6,0.4463,1.7226,-1.1479,0.33,-0.54,-0.47
