session,side,rng_pips,sweep_m,depth_pips,reclaim_min,entry_px,spread_pips,fade_outcome,fade_r,fade_minutes,fade_rr,cont_bps_60,cont_bps_120,symbol,mode,window,reclaimed,sweep_hour
2023-05-03,1,45.55000000000007,600,102.90000000000248,529.0,133.772,0.5420711974109701,OPEN,0.003078276165349527,9.0,0.3320140721196026,16.962771181145186,17.185965538790775,USDJPY,lagged,A00-07/obs16,True,7
2023-05-07,-1,72.80000000000086,600,149.79999999999905,,,,,,,,-14.168876689972551,-11.275755271600067,USDJPY,lagged,A00-07/obs16,False,7
2023-05-08,-1,48.19999999999993,600,252.75000000000034,,,,,,,,-0.7787411093728912,-15.463573457535364,USDJPY,lagged,A00-07/obs16,False,7
2023-05-09,-1,71.89999999999941,600,157.74999999999864,,,,,,,,10.378616356849435,7.497719289820997,USDJPY,lagged,A00-07/obs16,False,7
2023-05-10,1,48.05000000000064,661,3.299999999995862,3.0,134.60399999999998,0.6255905511811577,SL,-1.0,9.0,5.1761363636364095,13.072963477407372,1.0398948220630888,USDJPY,lagged,A00-07/obs16,True,8
2023-05-11,1,37.55000000000166,600,138.94999999999698,,,,,,,,-1.816860465117577,-7.044969150452901,USDJPY,lagged,A00-07/obs16,False,7
2023-05-14,1,55.25000000000091,600,113.10000000000286,,,,,,,,-1.9114273951663279,5.734282185494805,USDJPY,lagged,A00-07/obs16,False,7
2023-05-15,1,60.34999999999968,600,135.70000000000277,,,,,,,,-4.159335684155491,0.07361656078186492,USDJPY,lagged,A00-07/obs16,False,7
2023-05-16,1,40.449999999998454,600,210.2000000000004,,,,,,,,13.707693488660745,20.652924856251904,USDJPY,lagged,A00-07/obs16,False,7
2023-05-17,1,44.99999999999886,600,433.2499999999982,,,,,,,,20.75299573673024,16.755045594802514,USDJPY,lagged,A00-07/obs16,False,7
2023-05-18,1,44.950000000000045,600,380.2500000000009,,,,,,,,-3.3285696195656413,-0.6874219866497389,USDJPY,lagged,A00-07/obs16,False,7
2023-05-21,1,53.80000000000109,600,240.19999999999868,,,,,,,,-2.502357293102808,-3.6628708203379667,USDJPY,lagged,A00-07/obs16,False,7
2023-05-22,1,30.000000000001137,600,280.5999999999983,,,,,,,,-3.9717356846013514,-8.84613857024753,USDJPY,lagged,A00-07/obs16,False,7
2023-05-23,1,56.40000000000214,600,234.74999999999966,,,,,,,,-4.578672040898341,-9.95049986840862,USDJPY,lagged,A00-07/obs16,False,7
2023-05-24,1,45.650000000000546,600,214.30000000000007,,,,,,,,-14.292725038776661,-5.014991241675521,USDJPY,lagged,A00-07/obs16,False,7
2023-05-25,1,62.95000000000073,600,204.65000000000373,,,,,,,,-12.454013198389436,1.8609445009097483,USDJPY,lagged,A00-07/obs16,False,7
