session,t_entry,symbol,side,sweep_side,asia_rng_pips,asia_rng_rel,depth_pips,depth_frac,wick_body,close_pos,sweep_hour,dow,h1_bias,aligned,sl_pips,tp_pips,rr,cost_pips,cost_r,outcome,r_gross,r_net,minutes
2015-02-02,2015-02-03 09:15:00,EURUSD,1,-1,29.09999999999968,0.8622222222222369,9.550000000002612,0.32817869415816897,9.54999999998246,0.8196202531646557,9,1,1,True,15.850000000001696,25.800000000000267,1.6277602523657733,0.9533493146641162,0.060148221745363675,TP,1.6277602523657733,1.5676120306204095,75.0
2015-02-03,2015-02-04 09:00:00,EURUSD,1,-1,29.850000000000154,0.8984198645598225,14.399999999998858,0.48241206030146677,0.926045016077113,0.6774891774891532,8,2,1,True,18.249999999999655,28.999999999999027,1.5890410958903876,0.967358319906162,0.05300593533732494,SL,-1.0,-1.053005935337325,120.0
2015-02-05,2015-02-06 09:15:00,EURUSD,1,-1,12.600000000000389,0.3733333333333553,15.699999999998493,1.246031746031588,0.9874213836477161,1.0,9,4,1,True,21.299999999999653,9.999999999998899,0.4694835680750733,0.9781434245323698,0.04592222650386788,SL,-1.0,-1.045922226503868,75.0
2015-02-08,2015-02-09 07:45:00,EURUSD,-1,1,30.049999999999244,0.8903703703703728,6.40000000000196,0.21297836938442996,1.3617021276600771,0.4713114754098301,7,0,-1,True,9.550000000000392,29.90000000000048,3.130890052355943,0.9737435700215086,0.10196267748915902,SL,-1.0,-1.101962677489159,15.0
2015-02-09,2015-02-10 07:45:00,EURUSD,1,-1,21.7500000000026,0.6444444444445395,14.449999999999186,0.6643678160918371,3.8533333333329702,0.8936708860759186,7,1,-1,False,20.599999999999508,18.60000000000195,0.9029126213593395,1.021942695477651,0.04960886871250852,SL,-1.0,-1.0496088687125085,75.0
2015-02-10,2015-02-11 08:00:00,EURUSD,1,-1,16.799999999999038,0.505643340857758,8.150000000000102,0.4851190476190814,0.5992647058823481,0.9793103448274532,7,2,-1,False,17.300000000000093,10.649999999998716,0.6156069364161074,1.0152498588397414,0.058684962938713066,SL,-1.0,-1.0586849629387132,150.0
2015-02-11,2015-02-12 09:00:00,EURUSD,-1,1,19.650000000002166,0.5914221218962267,7.199999999998319,0.36641221374033206,1.3584905660376252,0.3347280334727505,8,3,-1,True,10.899999999998133,18.95000000000202,1.7385321100922262,0.9976205099868293,0.09152481743000002,SL,-1.0,-1.09152481743,0.0
2015-02-12,2015-02-13 08:15:00,EURUSD,-1,1,45.74999999999996,1.376975169300222,3.0999999999981043,0.06775956284148868,0.5904761904759569,0.46583850931681986,8,4,1,False,11.649999999996385,40.200000000001346,3.4506437768252205,0.9749416165582828,0.08368597567026484,TP,3.4506437768252205,3.3669578011549555,255.0
2015-02-15,2015-02-16 08:15:00,EURUSD,-1,1,28.74999999999961,0.8653122648607843,3.2500000000013074,0.11304347826091658,0.9027777777783518,0.6822033898305452,8,0,1,False,6.649999999999157,28.35000000000143,4.263157894737597,0.9983847752056942,0.15013304890313098,TP,4.263157894737597,4.113024845834467,90.0
2015-02-17,2015-02-18 09:00:00,EURUSD,1,-1,19.94999999999969,0.5933085501858563,14.150000000001661,0.7092731829574878,0.6112311015119918,1.0,8,2,1,True,28.650000000001175,8.449999999999847,0.2949389179755497,0.9544793699424959,0.03331516125453602,SL,-1.0,-1.033315161254536,135.0
2015-02-18,2015-02-19 09:45:00,EURUSD,-1,1,25.100000000000122,0.7949326999208184,14.650000000000496,0.5836653386454352,0.827683615819214,0.07847533632288782,9,3,1,False,23.500000000000743,19.249999999999545,0.8191489361701675,0.9833820390324796,0.04184604421414675,TP,0.8191489361701675,0.7773028919560208,0.0
2015-02-19,2015-02-20 07:45:00,EURUSD,1,-1,17.050000000000676,0.569282136894853,10.950000000000681,0.6422287390029471,0.9954545454545161,0.7965616045846067,7,4,-1,False,16.900000000001913,14.099999999999113,0.834319526627072,0.9844656949862924,0.05825240798734799,SL,-1.0,-1.0582524079873479,15.0
2015-02-23,2015-02-24 08:45:00,EURUSD,1,-1,19.000000000000128,0.6446140797285896,8.40000000000174,0.4421052631579833,1.5700934579450423,0.7015503875968405,8,1,-1,False,11.699999999998933,18.700000000002603,1.5982905982909665,0.9902566360687709,0.0846373193221249,SL,-1.0,-1.0846373193221248,30.0
2015-02-24,2015-02-25 10:45:00,EURUSD,-1,1,15.100000000001224,0.5220397579948629,10.650000000000936,0.7052980132450379,0.7607142857141951,0.024691358024579675,10,2,1,False,18.900000000001693,9.850000000000136,0.5211640211639816,0.9627016774350918,0.05093659668968284,TP,0.5211640211639816,0.47022742447429877,120.0
2015-02-25,2015-02-26 08:15:00,EURUSD,1,-1,15.350000000000641,0.5695732838590213,7.0000000000014495,0.4560260586319972,0.6222222222223275,0.9782608695652678,8,3,1,True,14.199999999999768,11.150000000001992,0.7852112676057869,0.9715137708089785,0.06841646273302777,SL,-1.0,-1.0684164627330277,45.0
2015-02-26,2015-02-27 08:45:00,EURUSD,-1,1,17.199999999999438,0.6845771144278305,4.099999999997994,0.238372093023147,2.9285714285693896,0.4310344827586372,8,4,-1,True,9.54999999999595,14.750000000001151,1.5445026178018226,0.9613245101799518,0.10066225237490675,SL,-1.0,-1.1006622523749068,0.0
2015-03-02,2015-03-03 08:15:00,EURUSD,-1,1,24.600000000001288,1.1068616422946524,3.649999999999487,0.14837398373980878,0.22121212121212938,0.0591549295774817,8,1,-1,True,19.649999999999945,11.600000000000499,0.5903307888040983,0.9656673926554206,0.04914337876109025,TP,0.5903307888040983,0.5411874100430081,75.0
2015-03-04,2015-03-05 14:00:00,EURUSD,-1,1,55.55000000000199,2.5658198614318635,5.60000000000116,0.10081008100811809,0.11416921508667138,0.1038205980066584,13,3,-1,True,56.95000000000005,7.20000000000276,0.126426690079065,1.035272160834609,0.018178615642398734,TP,0.126426690079065,0.10824807443666629,0.0
2015-03-05,2015-03-06 07:15:00,EURUSD,1,-1,17.700000000000493,0.8175519630484901,2.349999999999852,0.13276836158190886,1.0681818181812217,0.6346153846154503,7,4,-1,False,7.9999999999968985,15.050000000003116,1.881250000001119,0.9588484401986005,0.11985605502487154,SL,-1.0,-1.1198560550248715,90.0
2015-03-08,2015-03-09 12:45:00,EURUSD,-1,1,23.400000000002308,1.0808314087760464,6.999999999997009,0.2991452991451418,0.6572769953048256,0.3275000000000722,12,0,-1,True,16.499999999999293,16.899999999999693,1.0242424242424495,0.9901396879078538,0.06000846593381189,SL,-1.0,-1.0600084659338118,45.0
2015-03-12,2015-03-13 08:15:00,EURUSD,-1,1,62.99999999999972,2.6249999999997917,7.100000000002105,0.1126984126984466,0.5278810408923774,0.7133858267716078,8,4,-1,True,12.100000000001554,60.99999999999994,5.0413223140489345,0.9644272851732617,0.07970473431182958,TP,5.0413223140489345,4.961617579737105,210.0
2015-03-15,2015-03-16 08:15:00,EURUSD,-1,1,65.34999999999957,2.722916666666445,3.949999999999232,0.06044376434581879,0.2677966101694992,0.6948051948050931,8,0,-1,True,9.950000000000792,62.349999999997685,6.266331658290726,0.987733519339203,0.09926970043609291,SL,-1.0,-1.099269700436093,255.0
2015-03-16,2015-03-17 08:30:00,EURUSD,-1,1,47.699999999999406,1.9874999999998266,4.599999999999049,0.09643605870019091,0.6917293233084464,0.3418803418805252,8,1,1,False,10.749999999999371,44.549999999998754,4.144186046511755,0.9546693094949061,0.08880644739488018,SL,-1.0,-1.0888064473948802,60.0
2015-03-17,2015-03-18 08:00:00,EURUSD,-1,1,33.50000000000186,1.3958333333333064,6.099999999999994,0.1820895522387957,0.697142857143066,0.6586538461537584,7,2,1,False,10.049999999999226,32.5500000000023,3.238805970149732,0.9789269434756918,0.09740566601748926,SL,-1.0,-1.0974056660174893,135.0
2015-03-22,2015-03-23 09:00:00,EURUSD,1,-1,50.65000000000097,1.4820775420629082,10.650000000000936,0.21026653504443696,0.8838174273858799,0.7832957110609395,8,0,1,True,20.300000000001983,43.999999999999595,2.1674876847288322,1.078516425151337,0.053128887938484325,TP,2.1674876847288322,2.114358796790348,30.0
2015-03-23,2015-03-24 08:00:00,EURUSD,-1,1,48.599999999998644,1.326962457337802,4.650000000001597,0.09567901234571455,0.2336683417086044,0.8024193548386894,7,1,1,False,8.399999999999519,47.85000000000039,5.696428571428944,1.0119044671056903,0.12046481751258908,SL,-1.0,-1.120464817512589,0.0
2015-03-25,2015-03-26 11:15:00,EURUSD,-1,1,41.09999999999836,0.939965694682638,10.350000000001192,0.2518248175182872,1.232142857142744,0.027272727272505227,11,3,1,False,13.74999999999904,40.70000000000018,2.96000000000022,0.9770435371055849,0.07105771178950204,SL,-1.0,-1.0710577117895022,60.0
