tf,họ,công cụ,N,k,ts,ALL,FORM,OOS,n,thắng%,net,t,năm+
M30,rsi_div,CADCHF,48,6.0,192,0.248,0.086,0.599,362,58.8,3.55,0.76,4/7
M30,rsi_div,CADCHF,48,10.0,48,0.231,0.037,0.592,263,57.4,2.59,0.71,3/7
M30,rsi_div,CADCHF,48,10.0,192,0.38,0.386,0.383,208,60.1,8.26,1.17,5/7
M30,rsi_div,CADCHF,96,3.0,48,0.234,0.078,0.538,707,51.8,1.58,0.72,5/7
M30,rsi_div,CADCHF,96,3.0,192,0.464,0.538,0.321,408,60.3,6.1,1.43,6/7
M30,rsi_div,CADCHF,96,6.0,48,0.049,-0.128,0.439,567,52.0,0.36,0.15,3/7
M30,rsi_div,CADCHF,96,6.0,192,0.222,0.112,0.473,347,58.8,3.25,0.68,5/7
M30,rsi_div,CADCHF,96,10.0,48,-0.012,-0.215,0.362,324,54.0,-0.12,-0.04,3/7
M30,rsi_div,CADCHF,96,10.0,192,0.3,0.4,0.101,236,58.5,5.98,0.92,4/7
M30,rsi_div,CADCHF,192,3.0,48,0.304,0.221,0.438,546,51.8,2.54,0.96,4/7
M30,rsi_div,CADCHF,192,3.0,192,0.07,0.019,0.172,298,55.7,1.23,0.21,4/7
M30,rsi_div,CADCHF,192,6.0,48,0.149,0.149,0.15,492,50.4,1.29,0.46,4/7
M30,rsi_div,CADCHF,192,6.0,192,0.13,0.178,0.032,278,55.4,2.41,0.4,3/7
M30,rsi_div,CADCHF,192,10.0,48,0.008,0.088,-0.148,351,50.1,0.09,0.03,3/7
M30,rsi_div,CADCHF,192,10.0,192,0.272,0.454,-0.154,216,56.5,6.14,0.83,4/7
M30,rsi_div,EURUSD,24,3.0,48,-0.377,-0.35,-0.429,876,49.4,-1.85,-1.17,1/7
M30,rsi_div,EURUSD,24,3.0,192,-0.467,-0.668,-0.11,551,57.2,-4.57,-1.45,3/7
M30,rsi_div,EURUSD,24,6.0,48,-0.371,-0.136,-0.819,498,48.4,-2.36,-1.14,3/7
M30,rsi_div,EURUSD,24,6.0,192,-0.611,-0.672,-0.502,336,47.6,-8.83,-1.89,1/7
M30,rsi_div,EURUSD,24,10.0,48,0.107,0.273,-0.144,195,49.2,1.08,0.32,4/7
M30,rsi_div,EURUSD,24,10.0,192,-0.188,-0.181,-0.199,162,47.5,-4.06,-0.57,2/7
M30,rsi_div,EURUSD,48,3.0,48,-0.384,-0.568,-0.052,944,48.4,-1.81,-1.19,2/7
M30,rsi_div,EURUSD,48,3.0,192,-0.482,-0.771,0.021,565,56.5,-4.65,-1.48,2/7
M30,rsi_div,EURUSD,48,6.0,48,-0.327,-0.114,-0.691,631,48.0,-1.89,-1.01,2/7
M30,rsi_div,EURUSD,48,6.0,192,-0.55,-0.575,-0.509,392,49.7,-7.23,-1.7,2/7
M30,rsi_div,EURUSD,48,10.0,48,-0.265,-0.318,-0.179,321,46.7,-2.09,-0.81,4/7
M30,rsi_div,EURUSD,48,10.0,192,-0.598,-0.474,-0.864,244,46.7,-10.16,-1.84,2/7
M30,rsi_div,EURUSD,96,3.0,48,-0.397,-0.443,-0.318,828,48.9,-2.03,-1.23,2/7
M30,rsi_div,EURUSD,96,3.0,192,-0.476,-0.691,-0.069,461,54.2,-5.54,-1.45,3/7
M30,rsi_div,EURUSD,96,6.0,48,-0.478,-0.484,-0.469,651,48.2,-2.73,-1.47,2/7
M30,rsi_div,EURUSD,96,6.0,192,-0.38,-0.472,-0.204,381,49.3,-5.13,-1.17,2/7
M30,rsi_div,EURUSD,96,10.0,48,-0.234,-0.326,-0.083,420,47.4,-1.7,-0.72,1/7
M30,rsi_div,EURUSD,96,10.0,192,-0.54,-0.647,-0.342,277,47.7,-8.96,-1.66,1/7
M30,rsi_div,EURUSD,192,3.0,48,-0.231,-0.3,-0.102,653,49.8,-1.36,-0.71,2/7
M30,rsi_div,EURUSD,192,3.0,192,-0.346,-0.531,0.018,351,49.3,-4.83,-1.06,2/7
M30,rsi_div,EURUSD,192,6.0,48,-0.278,-0.285,-0.267,575,49.6,-1.74,-0.85,2/7
M30,rsi_div,EURUSD,192,6.0,192,-0.198,-0.326,0.059,321,47.7,-2.97,-0.61,2/7
M30,rsi_div,EURUSD,192,10.0,48,-0.155,-0.147,-0.171,438,49.3,-1.17,-0.47,4/7
M30,rsi_div,EURUSD,192,10.0,192,-0.327,-0.602,0.227,260,47.3,-5.63,-1.0,1/7
M30,rsi_div,USDCHF,24,3.0,48,-0.525,-0.563,-0.47,851,48.8,-2.91,-1.62,1/7
M30,rsi_div,USDCHF,24,3.0,192,-0.392,-0.271,-0.572,539,57.0,-4.32,-1.21,3/7
M30,rsi_div,USDCHF,24,6.0,48,-0.643,-0.454,-0.953,522,46.2,-4.55,-1.99,2/7
M30,rsi_div,USDCHF,24,6.0,192,-0.758,-0.455,-1.23,352,48.3,-11.38,-2.34,1/7
M30,rsi_div,USDCHF,24,10.0,48,-0.637,-1.08,0.202,207,43.5,-6.53,-1.97,1/7
M30,rsi_div,USDCHF,24,10.0,192,-0.382,-0.752,0.303,173,52.0,-8.96,-1.17,3/7
M30,rsi_div,USDCHF,48,3.0,48,-0.348,-0.551,-0.059,929,49.7,-1.85,-1.06,2/7
M30,rsi_div,USDCHF,48,3.0,192,-0.436,-0.535,-0.285,545,57.6,-4.62,-1.3,3/7
M30,rsi_div,USDCHF,48,6.0,48,-0.572,-0.646,-0.447,647,47.1,-3.72,-1.75,3/7
M30,rsi_div,USDCHF,48,6.0,192,-0.512,-0.413,-0.672,405,54.6,-7.18,-1.58,2/7
M30,rsi_div,USDCHF,48,10.0,48,-0.74,-0.814,-0.605,342,44.4,-6.62,-2.29,1/7
M30,rsi_div,USDCHF,48,10.0,192,-0.42,-0.793,0.261,250,52.0,-7.79,-1.29,2/7
M30,rsi_div,USDCHF,96,3.0,48,-0.509,-0.403,-0.678,828,48.3,-3.03,-1.57,1/7
M30,rsi_div,USDCHF,96,3.0,192,-0.225,-0.176,-0.304,459,58.8,-2.93,-0.69,2/7
M30,rsi_div,USDCHF,96,6.0,48,-0.491,-0.421,-0.617,670,47.8,-3.26,-1.51,2/7
M30,rsi_div,USDCHF,96,6.0,192,-0.249,-0.258,-0.236,391,56.3,-3.74,-0.77,1/7
M30,rsi_div,USDCHF,96,10.0,48,-0.283,-0.501,0.124,436,47.7,-2.35,-0.87,2/7
M30,rsi_div,USDCHF,96,10.0,192,-0.125,-0.531,0.631,289,54.3,-2.2,-0.38,3/7
M30,rsi_div,USDCHF,192,3.0,48,-0.304,-0.444,-0.071,639,49.5,-2.12,-0.93,2/7
M30,rsi_div,USDCHF,192,3.0,192,0.019,-0.111,0.229,342,53.8,0.32,0.06,3/7
M30,rsi_div,USDCHF,192,6.0,48,-0.381,-0.523,-0.134,579,49.1,-2.8,-1.17,2/7
M30,rsi_div,USDCHF,192,6.0,192,-0.016,-0.038,0.021,316,54.1,-0.28,-0.05,3/7
M30,rsi_div,USDCHF,192,10.0,48,-0.201,-0.549,0.451,445,48.5,-1.75,-0.62,3/7
M30,rsi_div,USDCHF,192,10.0,192,-0.012,-0.347,0.645,258,53.9,-0.24,-0.04,4/7
M30,streak,EURGBP,4,0.5,48,-0.293,-0.336,-0.213,917,53.4,-1.29,-0.9,2/7
M30,streak,EURGBP,4,0.5,192,-0.254,-0.199,-0.423,677,57.8,-1.9,-0.78,3/7
M30,streak,EURGBP,4,1.0,48,0.281,0.176,0.691,102,53.9,4.59,0.86,5/7
M30,streak,EURGBP,4,1.0,192,0.128,0.162,0.042,89,55.1,3.64,0.39,4/7
M30,streak,EURGBP,5,0.5,48,-0.541,-0.705,-0.125,594,49.3,-3.18,-1.66,3/7
M30,streak,EURGBP,5,0.5,192,-0.446,-0.294,-0.881,426,52.6,-4.61,-1.38,1/7
M30,streak,EURGBP,5,1.0,48,0.14,-0.05,0.855,63,50.8,3.2,0.43,5/7
M30,streak,EURGBP,5,1.0,192,0.369,0.512,-0.018,58,58.6,14.49,1.13,5/7
M30,streak,EURGBP,6,0.5,48,0.084,-0.06,0.572,389,51.7,0.62,0.26,5/7
M30,streak,EURGBP,6,0.5,192,-0.252,-0.306,-0.139,294,52.0,-3.46,-0.78,2/7
M30,streak,EURGBP,8,0.5,48,-0.297,-0.494,0.366,109,48.6,-4.68,-0.91,4/7
M30,streak,EURGBP,8,0.5,192,-0.342,-0.525,0.105,97,50.5,-9.31,-1.05,2/7
M30,streak,EURAUD,4,0.5,48,-0.885,-0.917,-0.834,1235,54.1,-4.05,-2.74,1/7
M30,streak,EURAUD,4,0.5,192,-0.792,-0.731,-0.924,958,56.4,-5.44,-2.41,1/7
M30,streak,EURAUD,4,1.0,48,-0.031,0.05,-0.188,118,49.2,-0.78,-0.09,3/7
M30,streak,EURAUD,4,1.0,192,0.281,0.188,0.522,106,59.4,12.33,0.86,5/7
M30,streak,EURAUD,5,0.5,48,-0.881,-0.797,-1.039,798,49.6,-5.41,-2.72,1/7
M30,streak,EURAUD,5,0.5,192,-0.955,-0.974,-0.933,567,52.4,-10.49,-2.97,1/7
M30,streak,EURAUD,5,1.0,48,-0.446,-0.657,-0.194,68,39.7,-11.45,-1.37,2/7
M30,streak,EURAUD,5,1.0,192,-0.063,-0.026,-0.167,63,46.0,-3.21,-0.19,3/7
M30,streak,EURAUD,6,0.5,48,-0.183,-0.083,-0.367,503,51.3,-1.51,-0.57,2/7
M30,streak,EURAUD,6,0.5,192,-0.28,-0.082,-0.722,366,54.9,-4.33,-0.87,2/7
M30,streak,EURAUD,8,0.5,48,-0.52,-0.456,-0.616,150,43.3,-7.8,-1.59,0/7
M30,streak,EURAUD,8,0.5,192,-0.219,-0.169,-0.437,132,51.5,-7.62,-0.67,3/7
M30,streak,EURNZD,4,0.5,48,-0.178,-0.214,-0.107,1258,54.9,-0.81,-0.57,3/7
M30,streak,EURNZD,4,0.5,192,-0.306,-0.056,-0.847,976,58.2,-2.01,-0.97,2/7
M30,streak,EURNZD,4,1.0,48,-0.117,-0.348,0.217,113,49.6,-1.9,-0.36,2/7
M30,streak,EURNZD,4,1.0,192,0.201,0.362,-0.006,99,53.5,6.33,0.61,4/7
M30,streak,EURNZD,5,0.5,48,-0.174,-0.131,-0.271,844,53.2,-0.95,-0.53,2/7
M30,streak,EURNZD,5,0.5,192,-0.205,0.034,-0.639,621,56.0,-1.88,-0.63,1/7
M30,streak,EURNZD,5,1.0,48,-0.468,-0.212,-0.811,77,37.7,-8.6,-1.43,2/7
M30,streak,EURNZD,5,1.0,192,0.025,0.625,-0.886,72,48.6,0.97,0.08,4/7
M30,streak,EURNZD,6,0.5,48,0.405,0.461,0.297,547,54.1,3.32,1.31,4/7
M30,streak,EURNZD,6,0.5,192,-0.095,0.272,-0.747,405,55.3,-1.29,-0.29,3/7
M30,streak,EURNZD,8,0.5,48,0.316,0.559,-0.204,181,50.8,3.86,0.95,4/7
M30,streak,EURNZD,8,0.5,192,0.028,0.236,-0.406,153,51.6,0.85,0.08,3/7
M30,streak,GBPAUD,4,0.5,48,-0.275,-0.406,-0.034,1108,55.1,-1.23,-0.84,2/7
M30,streak,GBPAUD,4,0.5,192,-0.271,-0.425,0.025,865,58.0,-1.85,-0.82,4/7
M30,streak,GBPAUD,4,1.0,48,-0.291,-0.344,-0.22,94,53.2,-6.14,-0.9,2/7
M30,streak,GBPAUD,4,1.0,192,-0.338,-0.544,-0.042,79,48.1,-11.48,-1.04,2/7
M30,streak,GBPAUD,5,0.5,48,-0.313,-0.124,-0.656,766,53.0,-1.89,-0.97,3/7
M30,streak,GBPAUD,5,0.5,192,-0.132,0.107,-0.625,565,57.2,-1.38,-0.41,4/7
M30,streak,GBPAUD,5,1.0,48,-0.55,-0.533,-0.581,66,48.5,-15.4,-1.72,1/7
M30,streak,GBPAUD,5,1.0,192,-0.774,-0.579,-1.069,59,39.0,-32.43,-2.48,1/7
M30,streak,GBPAUD,6,0.5,48,0.001,-0.08,0.13,495,51.7,0.0,0.0,4/7
M30,streak,GBPAUD,6,0.5,192,0.027,0.124,-0.178,370,54.9,0.37,0.08,3/7
M30,streak,GBPAUD,8,0.5,48,0.01,-0.384,0.573,163,50.9,0.16,0.03,3/7
M30,streak,GBPAUD,8,0.5,192,-0.081,-0.361,0.418,140,47.9,-2.06,-0.25,4/7
M30,streak,GBPNZD,4,0.5,48,-0.046,-0.01,-0.123,1143,54.9,-0.21,-0.14,4/7
M30,streak,GBPNZD,4,0.5,192,0.013,0.098,-0.155,876,58.4,0.09,0.04,4/7
M30,streak,GBPNZD,4,1.0,48,-0.596,-0.584,-0.622,93,43.0,-10.65,-1.86,2/7
M30,streak,GBPNZD,4,1.0,192,-0.196,-0.193,-0.206,86,51.2,-6.6,-0.6,2/7
M30,streak,GBPNZD,5,0.5,48,-0.434,-0.479,-0.354,770,52.3,-2.45,-1.35,2/7
M30,streak,GBPNZD,5,0.5,192,-0.126,0.065,-0.491,559,57.8,-1.16,-0.39,3/7
M30,streak,GBPNZD,5,1.0,48,-0.614,-0.636,-0.582,66,36.4,-14.81,-1.93,1/7
M30,streak,GBPNZD,5,1.0,192,-0.137,-0.043,-0.333,62,48.4,-4.89,-0.42,3/7
M30,streak,GBPNZD,6,0.5,48,-0.152,-0.391,0.309,490,53.1,-1.07,-0.47,3/7
M30,streak,GBPNZD,6,0.5,192,-0.036,-0.292,0.457,361,54.8,-0.45,-0.11,2/7
M30,streak,GBPNZD,8,0.5,48,0.192,-0.242,0.838,180,53.3,2.25,0.58,4/7
M30,streak,GBPNZD,8,0.5,192,0.66,0.637,0.694,158,55.1,13.54,2.03,5/7
M30,streak,AUDNZD,4,0.5,48,-0.212,-0.141,-0.338,360,49.7,-1.22,-0.66,3/7
M30,streak,AUDNZD,4,0.5,192,-0.204,-0.535,0.477,279,51.3,-2.16,-0.63,3/7
M30,streak,AUDNZD,5,0.5,48,0.083,-0.083,0.347,233,53.2,0.63,0.26,3/7
M30,streak,AUDNZD,5,0.5,192,-0.271,-0.739,0.751,183,49.2,-3.8,-0.83,4/7
M30,streak,AUDNZD,6,0.5,48,-0.481,-0.85,0.06,145,42.1,-4.68,-1.48,2/7
M30,streak,AUDNZD,6,0.5,192,-0.351,-0.781,0.458,125,46.4,-6.53,-1.08,3/7
M30,streak,AUDNZD,8,0.5,48,-0.174,-0.383,-0.01,54,46.3,-2.95,-0.52,2/7
M30,streak,AUDNZD,8,0.5,192,-0.219,-0.683,0.499,51,51.0,-6.33,-0.66,3/7
M30,streak,EURCHF,4,0.5,48,-0.279,-0.371,-0.13,813,55.2,-1.15,-0.86,2/7
M30,streak,EURCHF,4,0.5,192,-0.11,-0.082,-0.161,605,58.3,-0.73,-0.34,3/7
M30,streak,EURCHF,4,1.0,48,-0.203,-0.357,0.027,92,47.8,-3.02,-0.62,3/7
M30,streak,EURCHF,4,1.0,192,-0.12,-0.098,-0.151,85,44.7,-3.15,-0.36,2/7
M30,streak,EURCHF,5,0.5,48,-0.223,-0.172,-0.295,517,50.1,-1.15,-0.69,3/7
M30,streak,EURCHF,5,0.5,192,-0.033,0.088,-0.246,388,56.7,-0.3,-0.1,3/7
M30,streak,EURCHF,5,1.0,48,-0.08,-0.322,0.317,57,49.1,-1.65,-0.24,3/7
M30,streak,EURCHF,5,1.0,192,-0.031,-0.132,0.12,51,37.3,-1.1,-0.09,2/7
M30,streak,EURCHF,6,0.5,48,0.086,0.166,-0.028,312,51.3,0.51,0.26,4/7
M30,streak,EURCHF,6,0.5,192,-0.164,-0.022,-0.417,248,54.0,-2.13,-0.5,3/7
M30,streak,EURCHF,8,0.5,48,0.076,-0.19,0.477,104,49.0,0.77,0.23,4/7
M30,streak,EURCHF,8,0.5,192,0.143,-0.009,0.425,90,48.9,3.52,0.43,5/7
M30,streak,GBPCHF,4,0.5,48,-0.548,-0.685,-0.257,1172,53.2,-2.54,-1.75,0/7
M30,streak,GBPCHF,4,0.5,192,-0.423,-0.476,-0.325,914,56.5,-2.89,-1.32,2/7
M30,streak,GBPCHF,4,1.0,48,0.252,0.186,0.391,184,49.5,3.04,0.77,5/7
M30,streak,GBPCHF,4,1.0,192,0.243,0.399,-0.091,153,52.9,5.9,0.75,3/7
M30,streak,GBPCHF,5,0.5,48,-0.1,0.016,-0.355,755,53.8,-0.6,-0.31,2/7
M30,streak,GBPCHF,5,0.5,192,0.067,0.186,-0.185,568,58.8,0.72,0.21,4/7
M30,streak,GBPCHF,5,1.0,48,0.28,0.106,0.629,117,50.4,4.78,0.86,5/7
M30,streak,GBPCHF,5,1.0,192,0.629,0.675,0.549,103,61.2,19.73,1.95,5/7
M30,streak,GBPCHF,6,0.5,48,0.313,0.618,-0.341,454,54.6,2.67,0.97,5/7
M30,streak,GBPCHF,6,0.5,192,0.318,0.506,-0.086,348,58.6,5.0,1.01,4/7
M30,streak,GBPCHF,6,1.0,48,0.276,0.074,0.897,74,52.7,6.11,0.84,5/7
M30,streak,GBPCHF,6,1.0,192,0.364,0.306,0.745,68,60.3,14.63,1.11,6/7
M30,streak,GBPCHF,8,0.5,48,0.084,0.495,-0.572,140,53.6,1.13,0.26,4/7
M30,streak,GBPCHF,8,0.5,192,0.176,0.529,-0.406,128,53.9,4.35,0.54,3/7
M30,streak,AUDCHF,4,0.5,48,-0.576,-0.442,-0.792,1357,53.4,-2.74,-1.74,2/7
M30,streak,AUDCHF,4,0.5,192,-0.544,-0.418,-0.755,1080,58.3,-3.59,-1.64,1/7
M30,streak,AUDCHF,4,1.0,48,0.084,-0.188,0.491,180,49.4,1.78,0.26,4/7
M30,streak,AUDCHF,4,1.0,192,0.155,-0.024,0.457,152,57.2,5.02,0.48,5/7
M30,streak,AUDCHF,5,0.5,48,-0.251,-0.354,-0.085,902,51.7,-1.56,-0.77,3/7
M30,streak,AUDCHF,5,0.5,192,-0.497,-0.594,-0.331,669,54.7,-5.23,-1.52,3/7
M30,streak,AUDCHF,5,1.0,48,-0.07,-0.417,0.263,119,46.2,-1.75,-0.21,3/7
M30,streak,AUDCHF,5,1.0,192,0.203,0.054,0.468,101,55.4,8.82,0.62,6/7
M30,streak,AUDCHF,6,0.5,48,-0.158,-0.122,-0.212,572,53.3,-1.26,-0.49,3/7
M30,streak,AUDCHF,6,0.5,192,-0.241,-0.222,-0.275,424,52.6,-3.71,-0.75,3/7
M30,streak,AUDCHF,6,1.0,48,-0.165,-0.485,0.094,81,45.7,-5.15,-0.5,3/7
M30,streak,AUDCHF,6,1.0,192,-0.211,-0.214,-0.214,70,44.3,-14.09,-0.65,2/7
M30,streak,AUDCHF,8,0.5,48,-0.293,-0.363,-0.203,191,50.8,-4.65,-0.9,3/7
M30,streak,AUDCHF,8,0.5,192,-0.346,-0.361,-0.321,164,50.0,-10.31,-1.06,3/7
M30,streak,EURCAD,4,0.5,48,0.026,0.001,0.078,1284,55.6,0.09,0.08,4/7
M30,streak,EURCAD,4,0.5,192,-0.03,-0.08,0.076,1003,58.7,-0.15,-0.09,4/7
M30,streak,EURCAD,4,1.0,48,0.061,0.207,-0.283,181,51.4,0.76,0.19,4/7
M30,streak,EURCAD,4,1.0,192,-0.16,-0.328,0.16,146,52.1,-3.53,-0.49,3/7
M30,streak,EURCAD,5,0.5,48,0.273,0.376,0.073,839,55.2,1.29,0.85,5/7
M30,streak,EURCAD,5,0.5,192,0.292,0.459,-0.072,613,57.7,2.36,0.9,5/7
M30,streak,EURCAD,5,1.0,48,0.281,0.297,0.257,116,54.3,4.69,0.86,4/7
M30,streak,EURCAD,5,1.0,192,0.201,0.153,0.272,103,57.3,5.26,0.62,4/7
M30,streak,EURCAD,6,0.5,48,0.14,0.413,-0.403,537,52.3,0.81,0.43,5/7
M30,streak,EURCAD,6,0.5,192,0.007,0.316,-0.652,399,57.4,0.08,0.02,2/7
M30,streak,EURCAD,6,1.0,48,0.421,0.515,0.213,75,50.7,7.85,1.27,3/7
M30,streak,EURCAD,6,1.0,192,0.227,0.265,0.156,68,64.7,8.57,0.68,3/7
M30,streak,EURCAD,8,0.5,48,0.724,0.433,1.319,173,56.6,8.23,2.27,6/7
M30,streak,EURCAD,8,0.5,192,0.105,-0.012,0.369,150,58.0,2.33,0.32,5/7
M30,streak,GBPCAD,4,0.5,48,-0.311,-0.259,-0.463,1241,53.7,-1.24,-0.96,2/7
M30,streak,GBPCAD,4,0.5,192,0.024,0.073,-0.085,959,57.9,0.14,0.07,4/7
M30,streak,GBPCAD,4,1.0,48,0.686,0.688,0.693,202,55.4,7.31,2.13,5/7
M30,streak,GBPCAD,4,1.0,192,0.865,0.984,0.635,174,60.3,19.92,2.7,6/7
M30,streak,GBPCAD,5,0.5,48,-0.155,-0.142,-0.187,783,52.7,-0.81,-0.48,3/7
M30,streak,GBPCAD,5,0.5,192,0.375,0.212,0.77,595,59.3,3.18,1.17,5/7
M30,streak,GBPCAD,5,1.0,48,0.143,0.137,0.16,132,51.5,2.01,0.44,5/7
M30,streak,GBPCAD,5,1.0,192,0.361,0.492,0.053,121,57.9,9.99,1.11,5/7
M30,streak,GBPCAD,6,0.5,48,-0.54,-0.631,-0.36,476,47.7,-3.71,-1.67,1/7
M30,streak,GBPCAD,6,0.5,192,-0.373,-0.406,-0.316,356,52.5,-4.86,-1.15,3/7
M30,streak,GBPCAD,6,1.0,48,-0.094,0.042,-0.369,79,50.6,-1.78,-0.29,4/7
M30,streak,GBPCAD,6,1.0,192,-0.091,0.138,-0.64,73,47.9,-3.34,-0.28,2/7
M30,streak,GBPCAD,8,0.5,48,-0.263,-0.303,-0.182,152,49.3,-3.24,-0.8,3/7
M30,streak,GBPCAD,8,0.5,192,0.066,0.235,-0.355,130,50.8,1.56,0.2,4/7
M30,streak,AUDCAD,4,0.5,48,0.59,0.69,0.399,1151,57.9,2.92,2.02,6/7
M30,streak,AUDCAD,4,0.5,192,0.969,1.062,0.803,902,62.7,6.72,3.27,7/7
M30,streak,AUDCAD,4,1.0,48,0.471,0.657,0.185,120,55.8,9.04,1.45,5/7
M30,streak,AUDCAD,4,1.0,192,0.179,0.396,-0.165,109,52.3,4.67,0.55,4/7
M30,streak,AUDCAD,5,0.5,48,0.476,0.491,0.452,773,55.0,2.61,1.46,5/7
M30,streak,AUDCAD,5,0.5,192,0.621,0.747,0.39,561,60.1,5.85,1.93,6/7
M30,streak,AUDCAD,5,1.0,48,-0.091,0.234,-0.474,70,50.0,-2.22,-0.28,3/7
M30,streak,AUDCAD,5,1.0,192,-0.198,-0.158,-0.271,65,52.3,-7.79,-0.6,3/7
M30,streak,AUDCAD,6,0.5,48,0.631,0.429,0.948,478,54.8,4.61,1.91,5/7
M30,streak,AUDCAD,6,0.5,192,0.79,0.529,1.326,357,58.5,11.21,2.45,7/7
M30,streak,AUDCAD,8,0.5,48,0.084,0.069,0.107,152,54.6,1.18,0.26,3/7
M30,streak,AUDCAD,8,0.5,192,0.421,0.58,0.125,135,53.3,9.82,1.3,4/7
M30,streak,NZDCAD,4,0.5,48,-0.267,-0.062,-0.66,1239,54.5,-1.12,-0.84,2/7
M30,streak,NZDCAD,4,0.5,192,-0.037,0.19,-0.442,966,59.2,-0.23,-0.11,4/7
M30,streak,NZDCAD,4,1.0,48,0.297,0.067,0.727,120,53.3,4.78,0.91,4/7
M30,streak,NZDCAD,4,1.0,192,0.317,0.229,0.447,107,58.9,8.04,0.97,5/7
M30,streak,NZDCAD,5,0.5,48,0.424,0.697,-0.091,846,55.0,2.23,1.32,4/7
M30,streak,NZDCAD,5,0.5,192,0.759,1.103,0.067,631,61.8,6.62,2.37,5/7
M30,streak,NZDCAD,5,1.0,48,0.559,0.647,0.44,73,54.8,12.0,1.73,5/7
M30,streak,NZDCAD,5,1.0,192,0.198,0.291,0.081,71,57.7,6.59,0.6,4/7
M30,streak,NZDCAD,6,0.5,48,0.438,0.267,0.741,502,54.2,3.12,1.35,5/7
M30,streak,NZDCAD,6,0.5,192,0.633,0.487,0.912,376,63.3,7.92,1.95,4/7
M30,streak,NZDCAD,8,0.5,48,0.323,0.328,0.318,156,52.6,4.58,0.99,5/7
M30,streak,NZDCAD,8,0.5,192,0.392,0.279,0.674,130,53.1,10.65,1.2,5/7
M30,streak,CHFJPY,4,0.5,48,-0.498,-0.844,0.168,1287,52.1,-2.18,-1.57,3/7
M30,streak,CHFJPY,4,0.5,192,-0.507,-0.744,-0.07,973,57.2,-3.22,-1.56,3/7
M30,streak,CHFJPY,4,1.0,48,0.014,-0.308,0.631,199,52.3,0.22,0.04,4/7
M30,streak,CHFJPY,4,1.0,192,-0.095,0.011,-0.259,165,47.9,-2.31,-0.29,2/7
M30,streak,CHFJPY,5,0.5,48,0.228,-0.079,0.859,866,53.9,1.32,0.72,5/7
M30,streak,CHFJPY,5,0.5,192,0.152,0.027,0.374,624,57.1,1.46,0.48,4/7
M30,streak,CHFJPY,5,1.0,48,0.099,-0.147,0.687,117,50.4,2.05,0.3,3/7
M30,streak,CHFJPY,5,1.0,192,-0.322,-0.143,-0.682,101,43.6,-9.05,-0.99,3/7
M30,streak,CHFJPY,6,0.5,48,0.366,0.001,1.155,536,54.5,2.91,1.14,4/7
M30,streak,CHFJPY,6,0.5,192,0.321,0.287,0.385,389,56.6,4.36,1.0,5/7
M30,streak,CHFJPY,6,1.0,48,-0.283,-0.4,0.021,75,46.7,-8.35,-0.87,3/7
M30,streak,CHFJPY,6,1.0,192,-0.336,-0.227,-0.665,70,42.9,-11.67,-1.03,2/7
M30,streak,CHFJPY,8,0.5,48,-0.08,-0.58,0.973,164,48.8,-1.21,-0.24,4/7
M30,streak,CHFJPY,8,0.5,192,0.155,-0.139,0.651,144,51.4,4.05,0.47,4/7
M30,streak,CADCHF,4,0.5,48,-0.672,-0.589,-0.818,1401,53.0,-2.66,-2.1,0/7
M30,streak,CADCHF,4,0.5,192,-0.524,-0.163,-1.122,1137,56.0,-2.65,-1.59,2/7
M30,streak,CADCHF,4,1.0,48,-0.245,-0.218,-0.285,270,50.4,-2.75,-0.75,2/7
M30,streak,CADCHF,4,1.0,192,-0.171,-0.096,-0.317,207,49.8,-3.01,-0.52,4/7
M30,streak,CADCHF,5,0.5,48,-0.629,-0.314,-1.242,920,52.1,-3.23,-1.96,1/7
M30,streak,CADCHF,5,0.5,192,-0.407,-0.074,-1.11,669,54.6,-3.41,-1.27,3/7
M30,streak,CADCHF,5,1.0,48,-0.424,-0.495,-0.314,194,47.9,-5.63,-1.3,2/7
M30,streak,CADCHF,5,1.0,192,-0.508,-0.572,-0.39,158,45.6,-10.9,-1.56,1/7
M30,streak,CADCHF,6,0.5,48,-0.033,0.228,-0.5,563,50.1,-0.23,-0.1,4/7
M30,streak,CADCHF,6,0.5,192,0.138,0.456,-0.599,421,53.2,1.69,0.43,3/7
M30,streak,CADCHF,6,1.0,48,-0.02,0.113,-0.234,137,56.2,-0.32,-0.06,2/7
M30,streak,CADCHF,6,1.0,192,-0.519,-0.789,0.053,117,47.9,-13.05,-1.6,1/7
M30,streak,CADCHF,8,0.5,48,-0.367,-0.631,0.132,181,50.3,-4.59,-1.13,2/7
M30,streak,CADCHF,8,0.5,192,-0.231,-0.207,-0.286,154,54.5,-5.4,-0.71,1/7
M30,streak,EURUSD,4,0.5,48,-0.397,-0.405,-0.385,2425,54.8,-0.91,-1.22,2/7
M30,streak,EURUSD,4,0.5,192,-0.459,-0.528,-0.336,2109,55.8,-1.23,-1.37,0/7
M30,streak,EURUSD,4,1.0,48,-0.526,-0.681,-0.259,1418,51.9,-1.81,-1.63,1/7
M30,streak,EURUSD,4,1.0,192,-0.182,-0.284,0.005,1079,55.9,-0.94,-0.55,3/7
M30,streak,EURUSD,4,1.5,48,-0.691,-0.825,-0.45,637,48.0,-3.75,-2.1,0/7
