symbol,rule,n_trades,gross_bps,t,hit_rate,cost_bps,net_bps,ratio,ann_net_pct,sharpe
USDCHF,h02_usd+,1496,-0.2355,-1.07,0.3857,1.7226,-1.9582,-0.14,-4.48,-3.47
USDCHF,h02_usd-,1496,0.2355,1.07,0.4138,1.7226,-1.4871,0.14,-3.4,-2.63
USDCHF,h03_usd+,1456,0.0876,0.43,0.3894,1.7226,-1.635,0.05,-3.64,-3.14
USDCHF,h03_usd-,1456,-0.0876,-0.43,0.3736,1.7226,-1.8103,-0.05,-4.03,-3.47
USDCHF,h04_usd+,1334,-0.0453,-0.27,0.3756,1.7226,-1.7679,-0.03,-3.61,-4.1
USDCHF,h04_usd-,1334,0.0453,0.27,0.3456,1.7226,-1.6774,0.03,-3.42,-3.89
USDCHF,h05_usd+,1187,-0.0287,-0.16,0.3521,1.7226,-1.7514,-0.02,-3.18,-3.78
USDCHF,h05_usd-,1187,0.0287,0.16,0.3488,1.7226,-1.6939,0.02,-3.08,-3.66
USDCHF,h06_usd+,1166,0.1939,1.09,0.4014,1.7226,-1.5288,0.11,-2.73,-3.36
USDCHF,h06_usd-,1166,-0.1939,-1.09,0.3328,1.7226,-1.9165,-0.11,-3.42,-4.22
USDCHF,h07_usd+,1429,0.0038,0.02,0.3835,1.7226,-1.7188,0.0,-3.76,-3.61
USDCHF,h07_usd-,1429,-0.0038,-0.02,0.38,1.7226,-1.7265,-0.0,-3.77,-3.62
USDCHF,h08_usd+,1658,0.0706,0.25,0.4385,1.7226,-1.652,0.04,-4.19,-2.28
USDCHF,h08_usd-,1658,-0.0706,-0.25,0.4228,1.7226,-1.7933,-0.04,-4.55,-2.47
USDCHF,h09_usd+,1680,-0.7522,-1.99,0.4161,1.7226,-2.4749,-0.44,-6.36,-2.56
USDCHF,h09_usd-,1680,0.7522,1.99,0.4625,1.7226,-0.9704,0.44,-2.49,-1.01
USDCHF,h10_usd+,1673,0.0335,0.12,0.4304,1.7226,-1.6892,0.02,-4.32,-2.3
USDCHF,h10_usd-,1673,-0.0335,-0.12,0.4292,1.7226,-1.7561,-0.02,-4.49,-2.4
USDCHF,h11_usd+,1672,0.4837,1.88,0.4264,1.7226,-1.2389,0.28,-3.17,-1.88
USDCHF,h11_usd-,1672,-0.4837,-1.88,0.4061,1.7226,-2.2064,-0.28,-5.64,-3.35
USDCHF,h12_usd+,1671,0.2867,1.2,0.4279,1.7226,-1.436,0.17,-3.67,-2.36
USDCHF,h12_usd-,1671,-0.2867,-1.2,0.3884,1.7226,-2.0093,-0.17,-5.14,-3.3
USDCHF,h13_usd+,1671,0.2056,0.77,0.4494,1.7226,-1.517,0.12,-3.88,-2.21
USDCHF,h13_usd-,1671,-0.2056,-0.77,0.4004,1.7226,-1.9283,-0.12,-4.93,-2.81
USDCHF,h14_usd+,1675,-0.4296,-0.97,0.4322,1.7226,-2.1522,-0.25,-5.51,-1.9
USDCHF,h14_usd-,1675,0.4296,0.97,0.4687,1.7226,-1.2931,0.25,-3.31,-1.14
USDCHF,h15_usd+,1673,-0.8099,-2.26,0.425,1.7226,-2.5326,-0.47,-6.48,-2.76
USDCHF,h15_usd-,1673,0.8099,2.26,0.4638,1.7226,-0.9127,0.47,-2.34,-0.99
USDCHF,h16_usd+,1681,0.2125,0.5,0.4593,1.7226,-1.5102,0.12,-3.88,-1.4
USDCHF,h16_usd-,1681,-0.2125,-0.5,0.4468,1.7226,-1.9351,-0.12,-4.98,-1.8
USDCHF,h17_usd+,1663,0.0272,0.09,0.4311,1.7226,-1.6955,0.02,-4.31,-2.3
USDCHF,h17_usd-,1663,-0.0272,-0.09,0.4239,1.7226,-1.7498,-0.02,-4.45,-2.37
USDCHF,h18_usd+,1631,0.6108,2.74,0.4396,1.7226,-1.1119,0.35,-2.77,-1.95
USDCHF,h18_usd-,1631,-0.6108,-2.74,0.3807,1.7226,-2.3334,-0.35,-5.82,-4.09
USDCHF,h19_usd+,1575,-0.0521,-0.22,0.4083,1.7226,-1.7748,-0.03,-4.28,-2.88
USDCHF,h19_usd-,1575,0.0521,0.22,0.3822,1.7226,-1.6705,0.03,-4.02,-2.71
USDCHF,h20_usd+,1534,-0.298,-1.15,0.3716,1.7226,-2.0206,-0.17,-4.74,-3.05
USDCHF,h20_usd-,1534,0.298,1.15,0.399,1.7226,-1.4247,0.17,-3.34,-2.15
USDCHF,h21_usd+,1440,0.0031,0.02,0.3861,1.7226,-1.7196,0.0,-3.79,-3.3
USDCHF,h21_usd-,1440,-0.0031,-0.02,0.3792,1.7226,-1.7257,-0.0,-3.8,-3.31
USDCHF,h22_usd+,747,-0.5659,-2.34,0.3494,1.7226,-2.2886,-0.33,-2.61,-3.7
USDCHF,h22_usd-,747,0.5659,2.34,0.3748,1.7226,-1.1567,0.33,-1.32,-1.87
USDCHF,h23_usd+,203,-2.4931,-2.58,0.2562,1.7226,-4.2157,-1.45,-1.31,-1.71
USDCHF,h23_usd-,203,2.4931,2.58,0.399,1.7226,0.7704,1.45,0.24,0.31
NZDUSD,h00_usd+,914,0.1492,0.26,0.3807,2.9048,-2.7556,0.05,-3.85,-1.87
NZDUSD,h00_usd-,914,-0.1492,-0.26,0.3982,2.9048,-3.054,-0.05,-4.27,-2.07
NZDUSD,h01_usd+,1294,0.867,2.23,0.432,2.9048,-2.0378,0.3,-4.03,-2.05
NZDUSD,h01_usd-,1294,-0.867,-2.23,0.3555,2.9048,-3.7718,-0.3,-7.47,-3.79
NZDUSD,h02_usd+,1663,-0.3793,-0.94,0.4029,2.9048,-3.2841,-0.13,-8.35,-3.18
NZDUSD,h02_usd-,1663,0.3793,0.94,0.4269,2.9048,-2.5255,0.13,-6.42,-2.44
NZDUSD,h03_usd+,1676,-0.618,-1.68,0.3801,2.9048,-3.5228,-0.21,-9.03,-3.75
NZDUSD,h03_usd-,1676,0.618,1.68,0.4296,2.9048,-2.2868,0.21,-5.86,-2.43
NZDUSD,h04_usd+,1632,0.1096,0.33,0.3891,2.9048,-2.7952,0.04,-6.98,-3.3
NZDUSD,h04_usd-,1632,-0.1096,-0.33,0.3787,2.9048,-3.0144,-0.04,-7.52,-3.55
NZDUSD,h05_usd+,1546,0.0386,0.15,0.3596,2.9048,-2.8662,0.01,-6.78,-4.24
NZDUSD,h05_usd-,1546,-0.0386,-0.15,0.3823,2.9048,-2.9433,-0.01,-6.96,-4.36
NZDUSD,h06_usd+,1473,0.1302,0.47,0.3625,2.9048,-2.7746,0.04,-6.25,-3.89
NZDUSD,h06_usd-,1473,-0.1302,-0.47,0.3734,2.9048,-3.035,-0.04,-6.84,-4.25
NZDUSD,h07_usd+,1593,-0.3382,-1.1,0.3804,2.9048,-3.243,-0.12,-7.9,-4.12
NZDUSD,h07_usd-,1593,0.3382,1.1,0.3785,2.9048,-2.5666,0.12,-6.25,-3.26
NZDUSD,h08_usd+,1682,0.1081,0.3,0.3948,2.9048,-2.7967,0.04,-7.19,-3.03
NZDUSD,h08_usd-,1682,-0.1081,-0.3,0.4209,2.9048,-3.0129,-0.04,-7.75,-3.27
NZDUSD,h09_usd+,1690,-0.2743,-0.7,0.4083,2.9048,-3.1791,-0.09,-8.22,-3.18
NZDUSD,h09_usd-,1690,0.2743,0.7,0.4331,2.9048,-2.6305,0.09,-6.8,-2.63
NZDUSD,h10_usd+,1681,0.376,1.13,0.3932,2.9048,-2.5288,0.13,-6.5,-2.97
NZDUSD,h10_usd-,1681,-0.376,-1.13,0.4081,2.9048,-3.2808,-0.13,-8.44,-3.85
NZDUSD,h11_usd+,1674,0.4466,1.5,0.3937,2.9048,-2.4582,0.15,-6.29,-3.24
NZDUSD,h11_usd-,1674,-0.4466,-1.5,0.3793,2.9048,-3.3513,-0.15,-8.58,-4.41
NZDUSD,h12_usd+,1648,0.4303,1.46,0.3841,2.9048,-2.4745,0.15,-6.24,-3.27
NZDUSD,h12_usd-,1648,-0.4303,-1.46,0.358,2.9048,-3.3351,-0.15,-8.41,-4.41
NZDUSD,h13_usd+,1671,0.0415,0.12,0.4004,2.9048,-2.8633,0.01,-7.32,-3.35
NZDUSD,h13_usd-,1671,-0.0415,-0.12,0.3782,2.9048,-2.9463,-0.01,-7.53,-3.45
NZDUSD,h14_usd+,1692,-0.4112,-0.74,0.4273,2.9048,-3.316,-0.14,-8.58,-2.33
NZDUSD,h14_usd-,1692,0.4112,0.74,0.4255,2.9048,-2.4936,0.14,-6.45,-1.75
NZDUSD,h15_usd+,1695,-0.6147,-1.35,0.4041,2.9048,-3.5195,-0.21,-9.12,-3.03
NZDUSD,h15_usd-,1695,0.6147,1.35,0.446,2.9048,-2.2901,0.21,-5.94,-1.97
NZDUSD,h16_usd+,1691,0.5718,1.08,0.4358,2.9048,-2.333,0.2,-6.03,-1.73
NZDUSD,h16_usd-,1691,-0.5718,-1.08,0.4222,2.9048,-3.4766,-0.2,-8.99,-2.57
NZDUSD,h17_usd+,1672,0.3505,0.96,0.4115,2.9048,-2.5543,0.12,-6.53,-2.73
NZDUSD,h17_usd-,1672,-0.3505,-0.96,0.3983,2.9048,-3.2552,-0.12,-8.32,-3.48
NZDUSD,h18_usd+,1636,0.3871,1.36,0.3839,2.9048,-2.5177,0.13,-6.3,-3.46
NZDUSD,h18_usd-,1636,-0.3871,-1.36,0.368,2.9048,-3.2919,-0.13,-8.24,-4.52
NZDUSD,h19_usd+,1549,-0.284,-0.84,0.3589,2.9048,-3.1888,-0.1,-7.55,-3.67
NZDUSD,h19_usd-,1549,0.284,0.84,0.3835,2.9048,-2.6208,0.1,-6.21,-3.02
NZDUSD,h20_usd+,1510,-0.1717,-0.46,0.3742,2.9048,-3.0765,-0.06,-7.11,-3.21
NZDUSD,h20_usd-,1510,0.1717,0.46,0.3954,2.9048,-2.7331,0.06,-6.31,-2.85
NZDUSD,h21_usd+,1362,-0.3904,-1.23,0.3488,2.9048,-3.2952,-0.13,-6.86,-4.06
NZDUSD,h21_usd-,1362,0.3904,1.23,0.3767,2.9048,-2.5144,0.13,-5.24,-3.1
NZDUSD,h22_usd+,713,-0.0925,-0.26,0.3324,2.9048,-2.9973,-0.03,-3.27,-3.26
NZDUSD,h22_usd-,713,0.0925,0.26,0.331,2.9048,-2.8123,0.03,-3.07,-3.06
NZDUSD,h23_usd+,224,4.0605,2.9,0.4286,2.9048,1.1557,1.4,0.4,0.32
NZDUSD,h23_usd-,224,-4.0605,-2.9,0.2589,2.9048,-6.9653,-1.4,-2.39,-1.95
