session,t_entry,t_exit,instrument,side,entry_px,stop_px,tp1_px,tp2_px,sl_pips,rr1,rr2,asia_range_pips,depth_pips,h1_bias,outcome,r_gross,cost_r,r_net,minutes
2025-06-02,2025-06-03 09:15:00,2025-06-03 10:30:00,EURUSD,1,1.1412550000000001,1.139875,1.14547,1.149725,13.800000000001589,3.054347826086502,6.137681159419567,42.5500000000012,10.399999999999299,1,SL,-1.0,0.08658491267187755,-1.0865849126718776,75.0
2025-06-03,2025-06-04 07:45:00,2025-06-04 08:41:00,EURUSD,-1,1.13922,1.140005,1.13572,1.13211,7.850000000000357,4.458598726114239,9.057324840763856,36.10000000000113,3.7499999999979217,-1,SL,-1.0,0.14150870999921802,-1.141508709999218,56.0
2025-06-05,2025-06-06 07:45:00,2025-06-06 08:47:00,EURUSD,1,1.14286,1.1418700000000002,1.145735,1.149495,9.899999999998244,2.9040404040408796,6.702020202021337,32.59999999999818,3.049999999999997,1,SL,-1.0,0.11605182257359412,-1.116051822573594,62.0
2025-06-17,2025-06-18 07:45:00,2025-06-18 15:29:00,EURUSD,-1,1.151465,1.1525299999999998,1.148095,1.147505,10.649999999998716,3.1643192488265535,3.718309859155344,34.29999999999822,7.049999999999557,-1,SL,-1.0,0.10660888407369366,-1.1066088840736936,464.0
2025-06-18,2025-06-19 11:45:00,2025-06-19 19:11:00,EURUSD,-1,1.1481949999999999,1.1490500000000001,1.144635,1.1408950000000002,8.550000000002722,4.163742690056903,8.538011695903293,37.39999999999854,3.7500000000023626,-1,SL,-1.0,0.13468567251460647,-1.1346856725146064,446.0
2025-06-23,2025-06-24 07:45:00,2025-06-24 20:00:00,EURUSD,1,1.159755,1.157915,1.16223,1.1657800000000003,18.400000000000638,1.3451086956521299,3.2744565217391086,35.50000000000164,4.649999999999377,1,TP1_TIME,1.0529891304347054,0.05972540045766233,0.9932637299770432,735.0
2025-06-24,2025-06-25 07:15:00,2025-06-25 07:52:00,EURUSD,1,1.16039,1.159705,1.16315,1.163265,6.850000000000467,4.029197080291512,4.19708029197046,27.849999999998154,3.60000000000138,1,SL,-1.0,0.1516257465162321,-1.151625746516232,37.0
2025-07-01,2025-07-02 07:45:00,2025-07-02 09:27:00,EURUSD,1,1.177825,1.176815,1.1810049999999999,1.182995,10.099999999999554,3.1485148514852486,5.118811881188463,36.49999999999931,2.4000000000001798,1,SL,-1.0,0.12862286228623318,-1.128622862286233,102.0
2025-07-09,2025-07-10 08:00:00,2025-07-10 11:10:00,EURUSD,1,1.1733099999999999,1.17233,1.174965,1.176975,9.799999999997588,1.688775510204685,3.739795918368524,20.100000000000673,3.249999999999087,1,SL,-1.0,0.10938059434304932,-1.1093805943430493,190.0
2025-07-24,2025-07-25 10:30:00,2025-07-25 10:50:00,EURUSD,1,1.173485,1.17279,1.1761,1.177515,6.9499999999989015,3.7625899280581976,5.798561151080341,26.850000000000485,3.249999999999087,1,SL,-1.0,0.15858617453863127,-1.1585861745386312,20.0
2025-08-07,2025-08-08 11:15:00,2025-08-08 20:00:00,EURUSD,1,1.16422,1.16321,1.1679249999999999,1.169885,10.099999999999554,3.668316831683179,5.608910891089388,40.24999999999945,3.8999999999989043,1,TIME,0.11386138613848544,0.10245372363324427,0.011407662505241167,525.0
2025-08-10,2025-08-11 09:45:00,2025-08-11 11:25:00,EURUSD,1,1.1643400000000002,1.163575,1.1675550000000001,1.167665,7.650000000001267,4.202614379084229,4.346405228757189,33.650000000000624,3.1500000000006523,1,SL,-1.0,0.12745098039213903,-1.127450980392139,100.0
2025-08-19,2025-08-20 07:45:00,2025-08-20 10:14:00,EURUSD,-1,1.164025,1.16497,1.1622249999999998,1.1601949999999999,9.449999999999736,1.904761904762218,4.052910052910401,20.299999999999763,4.150000000002763,-1,SL,-1.0,0.10699588477368539,-1.1069958847736854,149.0
2025-09-08,2025-09-09 08:45:00,2025-09-09 11:38:00,EURUSD,1,1.175875,1.1747750000000001,1.17801,1.1803750000000002,10.999999999998789,1.940909090909303,4.090909090909697,23.650000000001725,5.699999999997374,1,SL,-1.0,0.11647727272727637,-1.1164772727272765,173.0
2025-09-21,2025-09-22 08:00:00,2025-09-22 08:08:00,EURUSD,-1,1.17484,1.1756749999999998,1.1726299999999998,1.1703899999999996,8.349999999996971,2.6467065868276274,5.329341317367812,22.400000000002418,5.049999999997556,-1,SL,-1.0,0.13561448531512557,-1.1356144853151255,8.0
2025-09-22,2025-09-23 08:30:00,2025-09-23 20:00:00,EURUSD,1,1.179535,1.17821,1.1820050000000002,1.1849900000000004,13.250000000000206,1.8641509433963441,4.1169811320757335,29.850000000002375,5.1000000000001044,1,TIME,1.6905660377358376,0.08766682006442503,1.6028992176714125,690.0
2025-09-25,2025-09-26 08:45:00,2025-09-26 13:04:00,EURUSD,-1,1.168365,1.16909,1.16581,1.1645599999999998,7.249999999998646,3.524137931035258,5.248275862070332,25.699999999999612,4.100000000000215,-1,SL,-1.0,0.13793103448279218,-1.1379310344827922,259.0
2025-10-16,2025-10-17 10:45:00,2025-10-17 10:56:00,EURUSD,1,1.1696499999999999,1.168965,1.1728450000000001,1.1761700000000004,6.849999999998246,4.66423357664394,9.518248175185686,33.250000000002444,2.549999999998942,1,SL,-1.0,0.1456874720691508,-1.1456874720691508,11.0
2025-11-03,2025-11-04 08:15:00,2025-11-04 20:00:00,EURUSD,-1,1.15251,1.15318,1.1498249999999999,1.146985,6.700000000001705,4.007462686566217,8.246268656714323,28.399999999999537,2.150000000002983,-1,TP1_TIME,5.567164179103077,0.1478544776118451,5.419309701491232,705.0
2025-11-10,2025-11-11 10:00:00,2025-11-11 10:20:00,EURUSD,-1,1.15649,1.15704,1.1547100000000001,1.1541649999999999,5.5000000000005045,3.2363636363631447,4.22727272727258,18.149999999999,2.1500000000007624,-1,SL,-1.0,0.19090909090908656,-1.1909090909090865,20.0
2025-11-13,2025-11-14 09:15:00,2025-11-14 09:54:00,EURUSD,1,1.16281,1.16213,1.16486,1.16561,6.799999999997919,3.0147058823540216,4.117647058824989,21.55000000000129,2.749999999998032,1,SL,-1.0,0.16176470588243616,-1.161764705882436,39.0
